movieId,title,genres,year,text,tag
1230,annie hall (1977),comedy romance,1977,annie hall (1977) comedy romance 1977 new york,new york
1231,"right stuff, the (1983)",drama,1983,"right stuff, the (1983) drama 1983 nasa space",nasa space
1232,stalker (1979),drama mystery sci-fi,1979,stalker (1979) drama mystery sci-fi 1979 ,
1233,"boot, das (boat, the) (1981)",action drama war,1981,"boot, das (boat, the) (1981) action drama war 1981 submarine",submarine
1234,"sting, the (1973)",comedy crime,1973,"sting, the (1973) comedy crime 1973 the entertainer",the entertainer
1235,harold and maude (1971),comedy drama romance,1971,harold and maude (1971) comedy drama romance 1971 may-december romance,may-december romance
1236,trust (1990),comedy drama romance,1990,trust (1990) comedy drama romance 1990 ,
1237,"seventh seal, the (sjunde inseglet, det) (1957)",drama,1957,"seventh seal, the (sjunde inseglet, det) (1957) drama 1957 chess death atmospheric cerebral existentialism philosophical reflective",chess death atmospheric cerebral existentialism philosophical reflective
1238,local hero (1983),comedy,1983,local hero (1983) comedy 1983 ,
1240,"terminator, the (1984)",action sci-fi thriller,1984,"terminator, the (1984) action sci-fi thriller 1984 action artificial intelligence robots sci-fi special effects tense time travel",action artificial intelligence robots sci-fi special effects tense time travel
1241,dead alive (braindead) (1992),comedy fantasy horror,1992,dead alive (braindead) (1992) comedy fantasy horror 1992 ,
1242,glory (1989),drama war,1989,glory (1989) drama war 1989 civil war,civil war
1243,rosencrantz and guildenstern are dead (1990),comedy drama,1990,rosencrantz and guildenstern are dead (1990) comedy drama 1990 shakespeare sort of,shakespeare sort of
1244,manhattan (1979),comedy drama romance,1979,manhattan (1979) comedy drama romance 1979 black and white,black and white
1245,miller's crossing (1990),crime drama film-noir thriller,1990,miller's crossing (1990) crime drama film-noir thriller 1990 mafia,mafia
1246,dead poets society (1989),drama,1989,dead poets society (1989) drama 1989 highschool high school,highschool high school
1247,"graduate, the (1967)",comedy drama romance,1967,"graduate, the (1967) comedy drama romance 1967 simon and garfunkel",simon and garfunkel
1248,touch of evil (1958),crime film-noir thriller,1958,touch of evil (1958) crime film-noir thriller 1958 ,
1249,"femme nikita, la (nikita) (1990)",action crime romance thriller,1990,"femme nikita, la (nikita) (1990) action crime romance thriller 1990 hit men",hit men
1250,"bridge on the river kwai, the (1957)",adventure drama war,1957,"bridge on the river kwai, the (1957) adventure drama war 1957 pow",pow
1251,8 1/2 (8½) (1963),drama fantasy,1963,8 1/2 (8½) (1963) drama fantasy 1963 ,
1252,chinatown (1974),crime film-noir mystery thriller,1974,chinatown (1974) crime film-noir mystery thriller 1974 incest,incest
1253,"day the earth stood still, the (1951)",drama sci-fi thriller,1951,"day the earth stood still, the (1951) drama sci-fi thriller 1951 aliens",aliens
1254,"treasure of the sierra madre, the (1948)",action adventure drama western,1948,"treasure of the sierra madre, the (1948) action adventure drama western 1948 cold",cold
1255,bad taste (1987),comedy horror sci-fi,1987,bad taste (1987) comedy horror sci-fi 1987 ,
1256,duck soup (1933),comedy musical war,1933,duck soup (1933) comedy musical war 1933 ,
1257,better off dead... (1985),comedy romance,1985,better off dead... (1985) comedy romance 1985 skiing,skiing
1258,"shining, the (1980)",horror,1980,"shining, the (1980) horror 1980 atmospheric disturbing horror jack nicholson masterpiece psychological stanley kubrick suspense stephen king",atmospheric disturbing horror jack nicholson masterpiece psychological stanley kubrick suspense stephen king
1259,stand by me (1986),adventure drama,1986,stand by me (1986) adventure drama 1986 stephen king,stephen king
1260,m (1931),crime film-noir thriller,1931,m (1931) crime film-noir thriller 1931 serial killer atmospheric chilly creepy menacing mental illness oninous,serial killer atmospheric chilly creepy menacing mental illness oninous
1261,evil dead ii (dead by dawn) (1987),action comedy fantasy horror,1987,evil dead ii (dead by dawn) (1987) action comedy fantasy horror 1987 ,
1262,"great escape, the (1963)",action adventure drama war,1963,"great escape, the (1963) action adventure drama war 1963 pow",pow
1263,"deer hunter, the (1978)",drama war,1978,"deer hunter, the (1978) drama war 1978 vietnam",vietnam
1264,diva (1981),action drama mystery romance thriller,1981,diva (1981) action drama mystery romance thriller 1981 ,
1265,groundhog day (1993),comedy fantasy romance,1993,groundhog day (1993) comedy fantasy romance 1993 ,
1266,unforgiven (1992),drama western,1992,unforgiven (1992) drama western 1992 revenge,revenge
1267,"manchurian candidate, the (1962)",crime thriller war,1962,"manchurian candidate, the (1962) crime thriller war 1962 assassination brainwashing",assassination brainwashing
1268,pump up the volume (1990),comedy drama,1990,pump up the volume (1990) comedy drama 1990 ,
1269,arsenic and old lace (1944),comedy mystery thriller,1944,arsenic and old lace (1944) comedy mystery thriller 1944 murder,murder
1270,back to the future (1985),adventure comedy sci-fi,1985,back to the future (1985) adventure comedy sci-fi 1985 time travel,time travel
1271,fried green tomatoes (1991),comedy crime drama,1991,fried green tomatoes (1991) comedy crime drama 1991 ,
1272,patton (1970),drama war,1970,patton (1970) drama war 1970 world war ii,world war ii
1273,down by law (1986),comedy drama film-noir,1986,down by law (1986) comedy drama film-noir 1986 ,
1274,akira (1988),action adventure animation sci-fi,1988,akira (1988) action adventure animation sci-fi 1988 animation anime visually stunning,animation anime visually stunning
1275,highlander (1986),action adventure fantasy,1986,highlander (1986) action adventure fantasy 1986 ,
1276,cool hand luke (1967),drama,1967,cool hand luke (1967) drama 1967 prison,prison
1277,cyrano de bergerac (1990),comedy drama romance,1990,cyrano de bergerac (1990) comedy drama romance 1990 in netflix queue,in netflix queue
1278,young frankenstein (1974),comedy fantasy,1974,young frankenstein (1974) comedy fantasy 1974 spoof,spoof
1279,night on earth (1991),comedy drama,1991,night on earth (1991) comedy drama 1991 ,
1280,raise the red lantern (da hong deng long gao gao gua) (1991),drama,1991,raise the red lantern (da hong deng long gao gao gua) (1991) drama 1991 in netflix queue,in netflix queue
1281,"great dictator, the (1940)",comedy drama war,1940,"great dictator, the (1940) comedy drama war 1940 nazis",nazis
1282,fantasia (1940),animation children fantasy musical,1940,fantasia (1940) animation children fantasy musical 1940 disney,disney
1283,high noon (1952),drama western,1952,high noon (1952) drama western 1952 gunfight,gunfight
1284,"big sleep, the (1946)",crime film-noir mystery,1946,"big sleep, the (1946) crime film-noir mystery 1946 hammett",hammett
1285,heathers (1989),comedy,1989,heathers (1989) comedy 1989 high school,high school
1286,somewhere in time (1980),drama romance,1980,somewhere in time (1980) drama romance 1980 ,
1287,ben-hur (1959),action adventure drama,1959,ben-hur (1959) action adventure drama 1959 ,
1288,this is spinal tap (1984),comedy,1984,this is spinal tap (1984) comedy 1984 music heavy metal mockumentary,music heavy metal mockumentary
1289,koyaanisqatsi (a.k.a. koyaanisqatsi: life out of balance) (1983),documentary,1983,koyaanisqatsi (a.k.a. koyaanisqatsi: life out of balance) (1983) documentary 1983 ,
1290,some kind of wonderful (1987),drama romance,1987,some kind of wonderful (1987) drama romance 1987 ,
1291,indiana jones and the last crusade (1989),action adventure,1989,indiana jones and the last crusade (1989) action adventure 1989 archaeology holy grail,archaeology holy grail
1292,being there (1979),comedy drama,1979,being there (1979) comedy drama 1979 television,television
1293,gandhi (1982),drama,1982,gandhi (1982) drama 1982 india,india
1295,"unbearable lightness of being, the (1988)",drama,1988,"unbearable lightness of being, the (1988) drama 1988 ",
1296,"room with a view, a (1986)",drama romance,1986,"room with a view, a (1986) drama romance 1986 e. m. forster",e. m. forster
1297,real genius (1985),comedy,1985,real genius (1985) comedy 1985 ,
1298,pink floyd: the wall (1982),drama musical,1982,pink floyd: the wall (1982) drama musical 1982 ,
1299,"killing fields, the (1984)",drama war,1984,"killing fields, the (1984) drama war 1984 cambodia vietnam",cambodia vietnam
1300,my life as a dog (mitt liv som hund) (1985),comedy drama,1985,my life as a dog (mitt liv som hund) (1985) comedy drama 1985 ,
1301,forbidden planet (1956),drama sci-fi,1956,forbidden planet (1956) drama sci-fi 1956 shakespeare sort of space,shakespeare sort of space
1302,field of dreams (1989),children drama fantasy,1989,field of dreams (1989) children drama fantasy 1989 baseball,baseball
1303,"man who would be king, the (1975)",adventure drama,1975,"man who would be king, the (1975) adventure drama 1975 india",india
1304,butch cassidy and the sundance kid (1969),action western,1969,butch cassidy and the sundance kid (1969) action western 1969 crime,crime
1305,"paris, texas (1984)",drama romance,1984,"paris, texas (1984) drama romance 1984 ",
1306,until the end of the world (bis ans ende der welt) (1991),adventure drama sci-fi,1991,until the end of the world (bis ans ende der welt) (1991) adventure drama sci-fi 1991 ,
1307,when harry met sally... (1989),comedy romance,1989,when harry met sally... (1989) comedy romance 1989 new york,new york
1310,hype! (1996),documentary,1996,hype! (1996) documentary 1996 ,
1312,female perversions (1996),drama,1996,female perversions (1996) drama 1996 ,
1318,blue juice (1995),comedy drama,1995,blue juice (1995) comedy drama 1995 ,
1320,alien³ (a.k.a. alien 3) (1992),action horror sci-fi thriller,1992,alien³ (a.k.a. alien 3) (1992) action horror sci-fi thriller 1992 ,
1321,"american werewolf in london, an (1981)",comedy horror thriller,1981,"american werewolf in london, an (1981) comedy horror thriller 1981 ",
1322,amityville 1992: it's about time (1992),horror,1992,amityville 1992: it's about time (1992) horror 1992 ,
1323,amityville 3-d (1983),horror,1983,amityville 3-d (1983) horror 1983 ,
1324,amityville: dollhouse (1996),horror,1996,amityville: dollhouse (1996) horror 1996 ,
1325,amityville: a new generation (1993),horror,1993,amityville: a new generation (1993) horror 1993 ,
1326,amityville ii: the possession (1982),horror,1982,amityville ii: the possession (1982) horror 1982 ,
1327,"amityville horror, the (1979)",drama horror mystery thriller,1979,"amityville horror, the (1979) drama horror mystery thriller 1979 ",
1328,"amityville curse, the (1990)",horror,1990,"amityville curse, the (1990) horror 1990 ",
1329,blood for dracula (andy warhol's dracula) (1974),horror,1974,blood for dracula (andy warhol's dracula) (1974) horror 1974 ,
1330,april fool's day (1986),horror,1986,april fool's day (1986) horror 1986 ,
1331,audrey rose (1977),horror,1977,audrey rose (1977) horror 1977 ,
1332,"believers, the (1987)",horror thriller,1987,"believers, the (1987) horror thriller 1987 ",
1333,"birds, the (1963)",horror thriller,1963,"birds, the (1963) horror thriller 1963 birds",birds
1334,"blob, the (1958)",horror sci-fi,1958,"blob, the (1958) horror sci-fi 1958 ",
1335,blood beach (1981),horror mystery,1981,blood beach (1981) horror mystery 1981 ,
1336,body parts (1991),horror thriller,1991,body parts (1991) horror thriller 1991 ,
1337,"body snatcher, the (1945)",drama horror thriller,1945,"body snatcher, the (1945) drama horror thriller 1945 ",
1339,dracula (bram stoker's dracula) (1992),fantasy horror romance thriller,1992,dracula (bram stoker's dracula) (1992) fantasy horror romance thriller 1992 ,
1340,"bride of frankenstein, the (bride of frankenstein) (1935)",drama horror sci-fi,1935,"bride of frankenstein, the (bride of frankenstein) (1935) drama horror sci-fi 1935 ",
1341,burnt offerings (1976),horror,1976,burnt offerings (1976) horror 1976 ,
1342,candyman (1992),horror thriller,1992,candyman (1992) horror thriller 1992 ,
1343,cape fear (1991),thriller,1991,cape fear (1991) thriller 1991 horror juliette lewis martin scorsese robert de niro remake,horror juliette lewis martin scorsese robert de niro remake
1344,cape fear (1962),crime drama thriller,1962,cape fear (1962) crime drama thriller 1962 lawyer,lawyer
1345,carrie (1976),drama fantasy horror thriller,1976,carrie (1976) drama fantasy horror thriller 1976 high school prom stephen king,high school prom stephen king
1346,cat people (1982),drama fantasy horror,1982,cat people (1982) drama fantasy horror 1982 ,
1347,"nightmare on elm street, a (1984)",horror thriller,1984,"nightmare on elm street, a (1984) horror thriller 1984 ",
1348,"nosferatu (nosferatu, eine symphonie des grauens) (1922)",horror,1922,"nosferatu (nosferatu, eine symphonie des grauens) (1922) horror 1922 vampires",vampires
1349,vampire in venice (nosferatu a venezia) (nosferatu in venice) (1986),horror,1986,vampire in venice (nosferatu a venezia) (nosferatu in venice) (1986) horror 1986 ,
1350,"omen, the (1976)",horror mystery thriller,1976,"omen, the (1976) horror mystery thriller 1976 demons",demons
1351,blood and wine (blood & wine) (1996),crime drama thriller,1996,blood and wine (blood & wine) (1996) crime drama thriller 1996 ,
1352,albino alligator (1996),crime thriller,1996,albino alligator (1996) crime thriller 1996 ,
1353,"mirror has two faces, the (1996)",comedy drama romance,1996,"mirror has two faces, the (1996) comedy drama romance 1996 personals ads",personals ads
1354,breaking the waves (1996),drama mystery,1996,breaking the waves (1996) drama mystery 1996 religion,religion
1355,nightwatch (1997),horror thriller,1997,nightwatch (1997) horror thriller 1997 ,
1356,star trek: first contact (1996),action adventure sci-fi thriller,1996,star trek: first contact (1996) action adventure sci-fi thriller 1996 borg,borg
1357,shine (1996),drama romance,1996,shine (1996) drama romance 1996 music,music
1358,sling blade (1996),drama,1996,sling blade (1996) drama 1996 ex-con,ex-con
1359,jingle all the way (1996),children comedy,1996,jingle all the way (1996) children comedy 1996 ,
1361,paradise lost: the child murders at robin hood hills (1996),documentary,1996,paradise lost: the child murders at robin hood hills (1996) documentary 1996 in netflix queue,in netflix queue
1363,"preacher's wife, the (1996)",drama,1996,"preacher's wife, the (1996) drama 1996 religion",religion
1365,ridicule (1996),drama,1996,ridicule (1996) drama 1996 ,
1366,"crucible, the (1996)",drama,1996,"crucible, the (1996) drama 1996 arthur miller",arthur miller
1367,101 dalmatians (1996),adventure children comedy,1996,101 dalmatians (1996) adventure children comedy 1996 dogs remake,dogs remake
1370,die hard 2 (1990),action adventure thriller,1990,die hard 2 (1990) action adventure thriller 1990 ,
1371,star trek: the motion picture (1979),adventure sci-fi,1979,star trek: the motion picture (1979) adventure sci-fi 1979 ,
1372,star trek vi: the undiscovered country (1991),action mystery sci-fi,1991,star trek vi: the undiscovered country (1991) action mystery sci-fi 1991 klingons,klingons
1373,star trek v: the final frontier (1989),action sci-fi,1989,star trek v: the final frontier (1989) action sci-fi 1989 ,
1374,star trek ii: the wrath of khan (1982),action adventure sci-fi thriller,1982,star trek ii: the wrath of khan (1982) action adventure sci-fi thriller 1982 captain kirk,captain kirk
1375,star trek iii: the search for spock (1984),action adventure sci-fi,1984,star trek iii: the search for spock (1984) action adventure sci-fi 1984 ,
1376,star trek iv: the voyage home (1986),adventure comedy sci-fi,1986,star trek iv: the voyage home (1986) adventure comedy sci-fi 1986 whales,whales
1377,batman returns (1992),action crime,1992,batman returns (1992) action crime 1992 superhero,superhero
1378,young guns (1988),action comedy western,1988,young guns (1988) action comedy western 1988 ,
1379,young guns ii (1990),action western,1990,young guns ii (1990) action western 1990 ,
1380,grease (1978),comedy musical romance,1978,grease (1978) comedy musical romance 1978 high school,high school
1381,grease 2 (1982),comedy musical romance,1982,grease 2 (1982) comedy musical romance 1982 high school,high school
1382,marked for death (1990),action drama,1990,marked for death (1990) action drama 1990 ,
1385,under siege (1992),action drama thriller,1992,under siege (1992) action drama thriller 1992 ,
1387,jaws (1975),action horror,1975,jaws (1975) action horror 1975 shark,shark
1388,jaws 2 (1978),horror thriller,1978,jaws 2 (1978) horror thriller 1978 ,
1389,jaws 3-d (1983),action horror,1983,jaws 3-d (1983) action horror 1983 shark,shark
1390,my fellow americans (1996),comedy,1996,my fellow americans (1996) comedy 1996 ,
1391,mars attacks! (1996),action comedy sci-fi,1996,mars attacks! (1996) action comedy sci-fi 1996 ,
1392,citizen ruth (1996),comedy drama,1996,citizen ruth (1996) comedy drama 1996 ,
1393,jerry maguire (1996),drama romance,1996,jerry maguire (1996) drama romance 1996 sports,sports
1394,raising arizona (1987),comedy,1987,raising arizona (1987) comedy 1987 coen brothers,coen brothers
1395,tin men (1987),comedy drama,1987,tin men (1987) comedy drama 1987 ,
1396,sneakers (1992),action comedy crime drama sci-fi,1992,sneakers (1992) action comedy crime drama sci-fi 1992 spying,spying
1397,bastard out of carolina (1996),drama,1996,bastard out of carolina (1996) drama 1996 ,
1398,in love and war (1996),romance war,1996,in love and war (1996) romance war 1996 hemingway,hemingway
1399,marvin's room (1996),drama,1996,marvin's room (1996) drama 1996 ,
1401,ghosts of mississippi (1996),drama,1996,ghosts of mississippi (1996) drama 1996 ,
1405,beavis and butt-head do america (1996),adventure animation comedy crime,1996,beavis and butt-head do america (1996) adventure animation comedy crime 1996 ,
1406,la cérémonie (1995),crime drama mystery thriller,1995,la cérémonie (1995) crime drama mystery thriller 1995 ,
1407,scream (1996),comedy horror mystery thriller,1996,scream (1996) comedy horror mystery thriller 1996 slasher spoof,slasher spoof
1408,"last of the mohicans, the (1992)",action romance war western,1992,"last of the mohicans, the (1992) action romance war western 1992 hawkeye james fennimore cooper",hawkeye james fennimore cooper
1409,michael (1996),comedy drama fantasy romance,1996,michael (1996) comedy drama fantasy romance 1996 ,
1411,hamlet (1996),crime drama romance,1996,hamlet (1996) crime drama romance 1996 shakespeare,shakespeare
1412,some mother's son (1996),drama,1996,some mother's son (1996) drama 1996 ,
1413,"whole wide world, the (1996)",drama,1996,"whole wide world, the (1996) drama 1996 conan",conan
1414,mother (1996),comedy,1996,mother (1996) comedy 1996 ,
1415,"thieves (voleurs, les) (1996)",crime drama romance,1996,"thieves (voleurs, les) (1996) crime drama romance 1996 ",
1416,evita (1996),drama musical,1996,evita (1996) drama musical 1996 andrew lloyd weber,andrew lloyd weber
1417,"portrait of a lady, the (1996)",drama,1996,"portrait of a lady, the (1996) drama 1996 ",
1419,walkabout (1971),adventure drama,1971,walkabout (1971) adventure drama 1971 ,
1422,murder at 1600 (1997),crime drama mystery thriller,1997,murder at 1600 (1997) crime drama mystery thriller 1997 ,
1423,hearts and minds (1996),drama,1996,hearts and minds (1996) drama 1996 in netflix queue vietnam,in netflix queue vietnam
1425,fierce creatures (1997),comedy,1997,fierce creatures (1997) comedy 1997 ,
1426,zeus and roxanne (1997),children,1997,zeus and roxanne (1997) children 1997 ,
1427,turbulence (1997),action thriller,1997,turbulence (1997) action thriller 1997 ,
1428,angel baby (1995),drama,1995,angel baby (1995) drama 1995 ,
1429,first strike (police story 4: first strike) (ging chaat goo si 4: ji gaan daan yam mo) (1996),action adventure comedy thriller,1996,first strike (police story 4: first strike) (ging chaat goo si 4: ji gaan daan yam mo) (1996) action adventure comedy thriller 1996 ,
1430,underworld (1996),comedy thriller,1996,underworld (1996) comedy thriller 1996 ,
1431,beverly hills ninja (1997),action comedy,1997,beverly hills ninja (1997) action comedy 1997 ,
1432,metro (1997),action comedy crime drama thriller,1997,metro (1997) action comedy crime drama thriller 1997 ,
1437,"cement garden, the (1993)",drama,1993,"cement garden, the (1993) drama 1993 ",
1438,dante's peak (1997),action thriller,1997,dante's peak (1997) action thriller 1997 ,
1439,meet wally sparks (1997),comedy,1997,meet wally sparks (1997) comedy 1997 ,
1440,amos & andrew (1993),comedy,1993,amos & andrew (1993) comedy 1993 ,
1441,benny & joon (1993),comedy romance,1993,benny & joon (1993) comedy romance 1993 mental illness not seen,mental illness not seen
1442,prefontaine (1997),drama,1997,prefontaine (1997) drama 1997 ,
1445,mchale's navy (1997),comedy war,1997,mchale's navy (1997) comedy war 1997 ,
1446,kolya (kolja) (1996),comedy drama,1996,kolya (kolja) (1996) comedy drama 1996 in netflix queue,in netflix queue
1447,gridlock'd (1997),crime,1997,gridlock'd (1997) crime 1997 ,
1449,waiting for guffman (1996),comedy,1996,waiting for guffman (1996) comedy 1996 mockumentary,mockumentary
1453,"beautician and the beast, the (1997)",comedy romance,1997,"beautician and the beast, the (1997) comedy romance 1997 ",
1454,suburbia (1997),comedy drama,1997,suburbia (1997) comedy drama 1997 ,
1456,"pest, the (1997)",comedy,1997,"pest, the (1997) comedy 1997 ",
1457,fools rush in (1997),comedy drama romance,1997,fools rush in (1997) comedy drama romance 1997 ,
1458,touch (1997),drama fantasy romance,1997,touch (1997) drama fantasy romance 1997 ,
1459,absolute power (1997),mystery thriller,1997,absolute power (1997) mystery thriller 1997 ,
1460,that darn cat (1997),children comedy mystery,1997,that darn cat (1997) children comedy mystery 1997 ,
1461,vegas vacation (national lampoon's las vegas vacation) (1997),comedy,1997,vegas vacation (national lampoon's las vegas vacation) (1997) comedy 1997 ,
1464,lost highway (1997),crime drama fantasy film-noir mystery romance,1997,lost highway (1997) crime drama fantasy film-noir mystery romance 1997 ,
1465,rosewood (1997),action drama,1997,rosewood (1997) action drama 1997 ,
1466,donnie brasco (1997),crime drama,1997,donnie brasco (1997) crime drama 1997 mafia,mafia
1468,booty call (1997),comedy romance,1997,booty call (1997) comedy romance 1997 ,
1473,best men (1997),action comedy crime drama,1997,best men (1997) action comedy crime drama 1997 ,
1474,jungle2jungle (a.k.a. jungle 2 jungle) (1997),children comedy,1997,jungle2jungle (a.k.a. jungle 2 jungle) (1997) children comedy 1997 jungle,jungle
1475,kama sutra: a tale of love (1996),romance,1996,kama sutra: a tale of love (1996) romance 1996 ,
1476,private parts (1997),comedy drama,1997,private parts (1997) comedy drama 1997 ,
1477,love jones (1997),romance,1997,love jones (1997) romance 1997 ,
1479,"saint, the (1997)",action romance sci-fi thriller,1997,"saint, the (1997) action romance sci-fi thriller 1997 ",
1480,smilla's sense of snow (1997),drama thriller,1997,smilla's sense of snow (1997) drama thriller 1997 ,
1483,crash (1996),drama thriller,1996,crash (1996) drama thriller 1996 ,
1484,"daytrippers, the (1996)",comedy drama mystery romance,1996,"daytrippers, the (1996) comedy drama mystery romance 1996 ",
1485,liar liar (1997),comedy,1997,liar liar (1997) comedy 1997 lawyer,lawyer
1487,selena (1997),drama musical,1997,selena (1997) drama musical 1997 ,
1488,"devil's own, the (1997)",action drama thriller,1997,"devil's own, the (1997) action drama thriller 1997 ",
1489,cats don't dance (1997),animation children musical,1997,cats don't dance (1997) animation children musical 1997 ,
1490,b*a*p*s (1997),comedy,1997,b*a*p*s (1997) comedy 1997 ,
1493,love and other catastrophes (1996),romance,1996,love and other catastrophes (1996) romance 1996 ,
1495,turbo: a power rangers movie (1997),action adventure children,1997,turbo: a power rangers movie (1997) action adventure children 1997 ,
1496,anna karenina (1997),drama romance,1997,anna karenina (1997) drama romance 1997 tolstoy,tolstoy
1497,double team (1997),action,1997,double team (1997) action 1997 ,
1498,inventing the abbotts (1997),drama romance,1997,inventing the abbotts (1997) drama romance 1997 ,
1499,anaconda (1997),action adventure thriller,1997,anaconda (1997) action adventure thriller 1997 ,
1500,grosse pointe blank (1997),comedy crime romance,1997,grosse pointe blank (1997) comedy crime romance 1997 hit men reunion,hit men reunion
1502,kissed (1996),drama romance,1996,kissed (1996) drama romance 1996 ,
1503,8 heads in a duffel bag (1997),comedy,1997,8 heads in a duffel bag (1997) comedy 1997 ,
1507,paradise road (1997),drama war,1997,paradise road (1997) drama war 1997 ,
1513,romy and michele's high school reunion (1997),comedy,1997,romy and michele's high school reunion (1997) comedy 1997 reunion,reunion
1514,temptress moon (feng yue) (1996),romance,1996,temptress moon (feng yue) (1996) romance 1996 ,
1515,volcano (1997),action drama thriller,1997,volcano (1997) action drama thriller 1997 ,
1516,children of the revolution (1996),comedy,1996,children of the revolution (1996) comedy 1996 ,
1517,austin powers: international man of mystery (1997),action adventure comedy,1997,austin powers: international man of mystery (1997) action adventure comedy 1997 ,
1518,breakdown (1997),action thriller,1997,breakdown (1997) action thriller 1997 ,
1519,broken english (1996),drama,1996,broken english (1996) drama 1996 ,
1526,fathers' day (1997),comedy,1997,fathers' day (1997) comedy 1997 ,
1527,"fifth element, the (1997)",action adventure comedy sci-fi,1997,"fifth element, the (1997) action adventure comedy sci-fi 1997 ",
1529,nowhere (1997),comedy drama,1997,nowhere (1997) comedy drama 1997 ,
1533,"promise, the (la promesse) (1996)",drama,1996,"promise, the (la promesse) (1996) drama 1996 ",
1537,shall we dance? (shall we dansu?) (1996),comedy drama romance,1996,shall we dance? (shall we dansu?) (1996) comedy drama romance 1996 ballroom dance,ballroom dance
1541,addicted to love (1997),comedy romance,1997,addicted to love (1997) comedy romance 1997 ,
1542,brassed off (1996),comedy drama romance,1996,brassed off (1996) comedy drama romance 1996 in netflix queue,in netflix queue
1544,"lost world: jurassic park, the (1997)",action adventure sci-fi thriller,1997,"lost world: jurassic park, the (1997) action adventure sci-fi thriller 1997 dinosaurs",dinosaurs
1545,ponette (1996),drama,1996,ponette (1996) drama 1996 death,death
1546,schizopolis (1996),comedy,1996,schizopolis (1996) comedy 1996 ,
1547,shiloh (1997),children drama,1997,shiloh (1997) children drama 1997 ,
1549,rough magic (1995),drama romance,1995,rough magic (1995) drama romance 1995 ,
1550,trial and error (1997),comedy romance,1997,trial and error (1997) comedy romance 1997 ,
1551,buddy (1997),adventure children drama,1997,buddy (1997) adventure children drama 1997 ,
1552,con air (1997),action adventure thriller,1997,con air (1997) action adventure thriller 1997 ,
1554,"pillow book, the (1996)",drama romance,1996,"pillow book, the (1996) drama romance 1996 ",
1556,speed 2: cruise control (1997),action romance thriller,1997,speed 2: cruise control (1997) action romance thriller 1997 ,
1562,batman & robin (1997),action adventure fantasy thriller,1997,batman & robin (1997) action adventure fantasy thriller 1997 ,
1564,for roseanna (roseanna's grave) (1997),comedy drama romance,1997,for roseanna (roseanna's grave) (1997) comedy drama romance 1997 ,
1565,head above water (1996),comedy thriller,1996,head above water (1996) comedy thriller 1996 ,
1566,hercules (1997),adventure animation children comedy musical,1997,hercules (1997) adventure animation children comedy musical 1997 ,
1569,my best friend's wedding (1997),comedy romance,1997,my best friend's wedding (1997) comedy romance 1997 romantic comedy wedding weddings,romantic comedy wedding weddings
1571,when the cat's away (chacun cherche son chat) (1996),comedy romance,1996,when the cat's away (chacun cherche son chat) (1996) comedy romance 1996 ,
1572,"contempt (mépris, le) (1963)",drama,1963,"contempt (mépris, le) (1963) drama 1963 ",
1573,face/off (1997),action crime drama thriller,1997,face/off (1997) action crime drama thriller 1997 transplants,transplants
1574,fall (1997),romance,1997,fall (1997) romance 1997 ,
1580,men in black (a.k.a. mib) (1997),action comedy sci-fi,1997,men in black (a.k.a. mib) (1997) action comedy sci-fi 1997 aliens,aliens
1581,out to sea (1997),comedy,1997,out to sea (1997) comedy 1997 ,
1582,wild america (1997),adventure children,1997,wild america (1997) adventure children 1997 ,
1583,"simple wish, a (1997)",children fantasy,1997,"simple wish, a (1997) children fantasy 1997 ",
1584,contact (1997),drama sci-fi,1997,contact (1997) drama sci-fi 1997 ,
1585,love serenade (1996),comedy,1996,love serenade (1996) comedy 1996 ,
1586,g.i. jane (1997),action drama,1997,g.i. jane (1997) action drama 1997 military,military
1587,conan the barbarian (1982),action adventure fantasy,1982,conan the barbarian (1982) action adventure fantasy 1982 ,
1588,george of the jungle (1997),children comedy,1997,george of the jungle (1997) children comedy 1997 ,
1589,cop land (1997),action crime drama thriller,1997,cop land (1997) action crime drama thriller 1997 ,
1590,event horizon (1997),horror sci-fi thriller,1997,event horizon (1997) horror sci-fi thriller 1997 ,
1591,spawn (1997),action adventure sci-fi thriller,1997,spawn (1997) action adventure sci-fi thriller 1997 ,
1592,air bud (1997),children comedy,1997,air bud (1997) children comedy 1997 ,
1593,picture perfect (1997),comedy romance,1997,picture perfect (1997) comedy romance 1997 ,
1594,in the company of men (1997),comedy drama,1997,in the company of men (1997) comedy drama 1997 ,
1596,career girls (1997),drama,1997,career girls (1997) drama 1997 ,
1597,conspiracy theory (1997),drama mystery romance thriller,1997,conspiracy theory (1997) drama mystery romance thriller 1997 ,
1598,desperate measures (1998),crime drama thriller,1998,desperate measures (1998) crime drama thriller 1998 ,
1599,steel (1997),action,1997,steel (1997) action 1997 ,
1600,she's so lovely (1997),drama romance,1997,she's so lovely (1997) drama romance 1997 ,
1601,hoodlum (1997),crime drama film-noir,1997,hoodlum (1997) crime drama film-noir 1997 ,
1602,leave it to beaver (1997),comedy,1997,leave it to beaver (1997) comedy 1997 ,
1603,mimic (1997),horror sci-fi thriller,1997,mimic (1997) horror sci-fi thriller 1997 ,
1604,money talks (1997),action comedy,1997,money talks (1997) action comedy 1997 ,
1605,excess baggage (1997),adventure romance,1997,excess baggage (1997) adventure romance 1997 ,
1606,kull the conqueror (1997),action adventure,1997,kull the conqueror (1997) action adventure 1997 ,
